10.18653/v1/2023.eacl-main.1	1
10.18653/v1/2023.eacl-main.2	0
10.18653/v1/2023.eacl-main.3	1
10.18653/v1/2023.eacl-main.4	0
10.18653/v1/2023.eacl-main.5	1
10.18653/v1/2023.eacl-main.6	1
10.18653/v1/2023.eacl-main.7	0
10.18653/v1/2023.eacl-main.8	2
10.18653/v1/2023.eacl-main.9	3
10.18653/v1/2023.eacl-main.10	1
10.18653/v1/2023.eacl-main.11	3
10.18653/v1/2023.eacl-main.12	0
10.18653/v1/2023.eacl-main.13	1
10.18653/v1/2023.eacl-main.14	3
10.18653/v1/2023.eacl-main.15	0
10.18653/v1/2023.eacl-main.16	1
10.18653/v1/2023.eacl-main.17	1
10.18653/v1/2023.eacl-main.18	0
10.18653/v1/2023.eacl-main.19	6
10.18653/v1/2023.eacl-main.20	5
10.18653/v1/2023.eacl-main.21	0
10.18653/v1/2023.eacl-main.22	0
10.18653/v1/2023.eacl-main.23	0
10.18653/v1/2023.eacl-main.24	1
10.18653/v1/2023.eacl-main.25	0
10.18653/v1/2023.eacl-main.26	0
10.18653/v1/2023.eacl-main.27	8
10.18653/v1/2023.eacl-main.28	1
10.18653/v1/2023.eacl-main.29	0
10.18653/v1/2023.eacl-main.30	4
10.18653/v1/2023.eacl-main.31	1
10.18653/v1/2023.eacl-main.32	3
10.18653/v1/2023.eacl-main.33	4
10.18653/v1/2023.eacl-main.34	1
10.18653/v1/2023.eacl-main.35	1
10.18653/v1/2023.eacl-main.36	3
10.18653/v1/2023.eacl-main.37	0
10.18653/v1/2023.eacl-main.38	1
10.18653/v1/2023.eacl-main.39	7
10.18653/v1/2023.eacl-main.40	3
10.18653/v1/2023.eacl-main.41	2
10.18653/v1/2023.eacl-main.42	0
10.18653/v1/2023.eacl-main.43	3
10.18653/v1/2023.eacl-main.44	0
10.18653/v1/2023.eacl-main.45	1
10.18653/v1/2023.eacl-main.46	0
10.18653/v1/2023.eacl-main.47	0
10.18653/v1/2023.eacl-main.48	0
10.18653/v1/2023.eacl-main.49	2
10.18653/v1/2023.eacl-main.50	0
10.18653/v1/2023.eacl-main.51	0
10.18653/v1/2023.eacl-main.52	0
10.18653/v1/2023.eacl-main.53	0
10.18653/v1/2023.eacl-main.54	1
10.18653/v1/2023.eacl-main.55	4
10.18653/v1/2023.eacl-main.56	0
10.18653/v1/2023.eacl-main.57	12
10.18653/v1/2023.eacl-main.58	0
10.18653/v1/2023.eacl-main.59	0
10.18653/v1/2023.eacl-main.60	3
10.18653/v1/2023.eacl-main.61	0
10.18653/v1/2023.eacl-main.62	0
10.18653/v1/2023.eacl-main.63	6
10.18653/v1/2023.eacl-main.64	0
10.18653/v1/2023.eacl-main.65	0
10.18653/v1/2023.eacl-main.66	11
10.18653/v1/2023.eacl-main.67	0
10.18653/v1/2023.eacl-main.68	1
10.18653/v1/2023.eacl-main.69	0
10.18653/v1/2023.eacl-main.70	2
10.18653/v1/2023.eacl-main.71	1
10.18653/v1/2023.eacl-main.72	5
10.18653/v1/2023.eacl-main.73	0
10.18653/v1/2023.eacl-main.74	5
10.18653/v1/2023.eacl-main.75	14
10.18653/v1/2023.eacl-main.76	0
10.18653/v1/2023.eacl-main.77	9
10.18653/v1/2023.eacl-main.78	1
10.18653/v1/2023.eacl-main.79	0
10.18653/v1/2023.eacl-main.80	0
10.18653/v1/2023.eacl-main.81	0
10.18653/v1/2023.eacl-main.82	0
10.18653/v1/2023.eacl-main.83	4
10.18653/v1/2023.eacl-main.84	1
10.18653/v1/2023.eacl-main.85	0
10.18653/v1/2023.eacl-main.86	0
10.18653/v1/2023.eacl-main.87	0
10.18653/v1/2023.eacl-main.88	0
10.18653/v1/2023.eacl-main.89	3
10.18653/v1/2023.eacl-main.90	0
10.18653/v1/2023.eacl-main.91	1
10.18653/v1/2023.eacl-main.92	0
10.18653/v1/2023.eacl-main.93	0
10.18653/v1/2023.eacl-main.94	0
10.18653/v1/2023.eacl-main.95	2
10.18653/v1/2023.eacl-main.96	0
10.18653/v1/2023.eacl-main.97	1
10.18653/v1/2023.eacl-main.98	1
10.18653/v1/2023.eacl-main.99	1
10.18653/v1/2023.eacl-main.100	0
10.18653/v1/2023.eacl-main.101	0
10.18653/v1/2023.eacl-main.102	1
10.18653/v1/2023.eacl-main.103	0
10.18653/v1/2023.eacl-main.104	0
10.18653/v1/2023.eacl-main.105	0
10.18653/v1/2023.eacl-main.106	3
10.18653/v1/2023.eacl-main.107	1
10.18653/v1/2023.eacl-main.108	0
10.18653/v1/2023.eacl-main.109	1
10.18653/v1/2023.eacl-main.110	0
10.18653/v1/2023.eacl-main.111	0
10.18653/v1/2023.eacl-main.112	6
10.18653/v1/2023.eacl-main.113	0
10.18653/v1/2023.eacl-main.114	2
10.18653/v1/2023.eacl-main.115	0
10.18653/v1/2023.eacl-main.116	2
10.18653/v1/2023.eacl-main.117	14
10.18653/v1/2023.eacl-main.118	8
10.18653/v1/2023.eacl-main.119	13
10.18653/v1/2023.eacl-main.120	1
10.18653/v1/2023.eacl-main.121	4
10.18653/v1/2023.eacl-main.122	0
10.18653/v1/2023.eacl-main.123	0
10.18653/v1/2023.eacl-main.124	1
10.18653/v1/2023.eacl-main.125	2
10.18653/v1/2023.eacl-main.126	1
10.18653/v1/2023.eacl-main.127	1
10.18653/v1/2023.eacl-main.128	0
10.18653/v1/2023.eacl-main.129	2
10.18653/v1/2023.eacl-main.130	17
10.18653/v1/2023.eacl-main.131	0
10.18653/v1/2023.eacl-main.132	0
10.18653/v1/2023.eacl-main.133	1
10.18653/v1/2023.eacl-main.134	1
10.18653/v1/2023.eacl-main.135	0
10.18653/v1/2023.eacl-main.136	2
10.18653/v1/2023.eacl-main.137	0
10.18653/v1/2023.eacl-main.138	1
10.18653/v1/2023.eacl-main.139	1
10.18653/v1/2023.eacl-main.140	0
10.18653/v1/2023.eacl-main.141	2
10.18653/v1/2023.eacl-main.142	0
10.18653/v1/2023.eacl-main.143	0
10.18653/v1/2023.eacl-main.144	0
10.18653/v1/2023.eacl-main.145	1
